air__airline_Indigo,air__airline_Jet Airways,air__airline_other,journey__date_of_journey_month,journey__date_of_journey_week,journey__date_of_journey_day_of_year,location__source_Delhi,location__source_other,location__destination_Cochin,location__destination_Delhi,time__arrival_time_hour,flight__duration_category,flight__over_1000,flight__duration,break__total_stops,break__is_direct_flight,price
0.0,1.0,0.0,1.0,0.8823529411764705,0.8728813559322035,0.0,0.0,0.0,0.0,0.17391304347826086,1.0,0,-0.22057661013198565,1,0,12576
0.0,0.0,0.0,1.0,0.7647058823529412,0.7796610169491525,1.0,0.0,1.0,0.0,0.5217391304347826,1.0,0,-0.21041676991865668,1,0,12192
0.0,1.0,0.0,1.0,0.9411764705882352,0.9491525423728813,0.0,0.0,0.0,1.0,0.43478260869565216,1.0,0,-0.911445744638355,0,1,5769
0.0,1.0,0.0,1.0,0.7647058823529412,0.7796610169491525,1.0,0.0,1.0,0.0,0.17391304347826086,1.0,0,-0.25105613077197253,2,0,16263
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.5593220338983051,1.0,0.0,1.0,0.0,0.17391304347826086,2.0,1,1.5167560663472668,2,0,15129
0.0,0.0,0.0,1.0,0.823529411764706,0.8220338983050848,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,0,-0.058019166718722266,1,0,12192
0.0,1.0,0.0,0.6666666666666665,0.7058823529411765,0.7118644067796611,0.0,0.0,0.0,0.0,0.8260869565217391,2.0,0,0.34837444181443616,1,0,14571
0.0,0.0,0.0,0.6666666666666665,0.6470588235294118,0.6610169491525424,0.0,0.0,0.0,0.0,0.4782608695652174,2.0,1,1.5472355869872536,2,0,10676
0.0,1.0,0.0,1.0,0.823529411764706,0.847457627118644,1.0,0.0,1.0,0.0,0.5217391304347826,2.0,1,0.7750877307742525,1,0,10577
0.0,0.0,1.0,0.6666666666666665,0.7058823529411765,0.7118644067796611,0.0,1.0,0.0,0.0,0.8695652173913043,0.0,0,-0.9927244663449867,0,1,3597
1.0,0.0,0.0,0.0,0.17647058823529405,0.19491525423728817,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.9520851054916708,0,1,8872
0.0,0.0,0.0,1.0,0.823529411764706,0.8220338983050848,1.0,0.0,1.0,0.0,0.8260869565217391,1.0,0,-0.5152119763185256,1,0,8372
0.0,0.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0,0.0,1.0,0.0,0.6521739130434783,1.0,0,-0.4847324556785386,1,0,6673
0.0,0.0,0.0,0.0,0.0,0.016949152542372947,1.0,0.0,1.0,0.0,0.3913043478260869,2.0,1,1.2729199012273715,1,0,16142
0.0,0.0,0.0,0.0,0.0,0.016949152542372947,1.0,0.0,1.0,0.0,0.5652173913043478,1.0,0,-0.5152119763185256,1,0,17057
0.0,0.0,1.0,0.33333333333333326,0.4117647058823529,0.3813559322033898,0.0,0.0,0.0,1.0,1.0,0.0,0,-0.9317654250650129,0,1,5403
0.0,1.0,0.0,0.0,0.17647058823529405,0.1694915254237288,1.0,0.0,1.0,0.0,0.7826086956521738,2.0,1,1.8113914325338065,1,0,12557
0.0,1.0,0.0,0.33333333333333326,0.2941176470588235,0.2627118644067796,0.0,0.0,0.0,0.0,0.6956521739130435,2.0,1,1.6285143086938854,1,0,7064
0.0,0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,1.0,0.0,1.0,0.0,0.30434782608695654,2.0,1,1.730112710827175,1,0,15407
0.0,1.0,0.0,1.0,0.7647058823529412,0.7796610169491525,1.0,0.0,1.0,0.0,0.5217391304347826,2.0,1,1.4761167054939508,1,0,10262
1.0,0.0,0.0,0.33333333333333326,0.3529411764705882,0.3305084745762712,0.0,0.0,0.0,1.0,0.9565217391304348,0.0,0,-0.9317654250650129,0,1,4823
1.0,0.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0,0.0,1.0,0.0,0.9130434782608695,1.0,0,-0.6676095795184599,1,0,5073
1.0,0.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0,0.0,1.0,0.0,0.30434782608695654,1.0,0,-0.5761710175984993,1,0,5733
0.0,0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,1.0,0.0,1.0,0.0,0.9130434782608695,2.0,0,-0.11897820799869603,1,0,15136
0.0,0.0,1.0,1.0,0.9999999999999999,0.9745762711864407,1.0,0.0,1.0,0.0,0.3913043478260869,1.0,0,-0.891126064211697,0,1,6216
0.0,1.0,0.0,1.0,0.823529411764706,0.8220338983050848,1.0,0.0,1.0,0.0,0.5217391304347826,1.0,0,-0.4136135741852359,2,0,14441
1.0,0.0,0.0,0.6666666666666665,0.7647058823529412,0.7372881355932204,1.0,0.0,1.0,0.0,0.043478260869565216,2.0,0,0.7039688492809498,1,0,6628
0.0,0.0,1.0,0.6666666666666665,0.5882352941176471,0.6101694915254237,0.0,0.0,0.0,1.0,1.0,0.0,0,-0.9317654250650129,0,1,4668
0.0,0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,0.0,0.0,0.0,0.0,0.8260869565217391,0.0,0,-0.9724047859183288,0,1,3847
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.5593220338983051,0.0,0.0,0.0,0.0,1.0,2.0,0,0.42965316352106786,1,0,12121
0.0,1.0,0.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,1.0,0.34782608695652173,0.0,0,-0.9419252652783419,0,1,6478
0.0,0.0,0.0,0.6666666666666665,0.7647058823529412,0.7372881355932204,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,0,0.12485795712119903,1,0,9315
0.0,0.0,0.0,0.6666666666666665,0.5882352941176471,0.5593220338983051,0.0,0.0,0.0,0.0,0.6521739130434783,2.0,1,1.435477344640635,2,0,12434
0.0,1.0,0.0,1.0,0.8823529411764705,0.8728813559322035,1.0,0.0,1.0,0.0,0.5217391304347826,2.0,1,1.689473349973859,2,0,14300
1.0,0.0,0.0,0.0,0.17647058823529405,0.14406779661016955,0.0,0.0,0.0,0.0,0.7391304347826086,0.0,0,-0.9622449457049999,0,1,4462
0.0,1.0,0.0,0.0,0.0,0.016949152542372947,1.0,0.0,1.0,0.0,0.17391304347826086,2.0,1,0.9782845350408318,1,0,19828
1.0,0.0,0.0,0.0,0.05882352941176472,0.06779661016949157,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.921605584851684,0,1,6144
0.0,0.0,0.0,0.0,0.0,0.016949152542372947,1.0,0.0,1.0,0.0,0.7826086956521738,2.0,0,-0.09865852757203811,1,0,15135
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.5593220338983051,0.0,0.0,0.0,0.0,0.7826086956521738,2.0,0,-0.07833884714538018,1,0,10844
0.0,1.0,0.0,1.0,0.9411764705882352,0.9491525423728813,0.0,0.0,0.0,1.0,0.9565217391304348,1.0,0,-0.911445744638355,0,1,8541
0.0,0.0,1.0,0.6666666666666665,0.6470588235294118,0.6610169491525424,1.0,0.0,1.0,0.0,0.9565217391304348,1.0,0,-0.5050521361051965,1,0,7317
0.0,0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,0.0,0.0,0.0,0.0,0.6086956521739131,0.0,0,-0.9520851054916708,0,1,5403
0.0,0.0,1.0,0.33333333333333326,0.4117647058823529,0.43220338983050854,0.0,0.0,0.0,1.0,0.43478260869565216,0.0,0,-0.921605584851684,0,1,4632
0.0,1.0,0.0,0.33333333333333326,0.3529411764705882,0.3305084745762712,0.0,0.0,0.0,1.0,0.6086956521739131,0.0,0,-0.921605584851684,0,1,7229
0.0,0.0,0.0,1.0,0.9999999999999999,1.0,1.0,0.0,1.0,0.0,0.043478260869565216,2.0,0,0.42965316352106786,1,0,13377
1.0,0.0,0.0,0.0,0.17647058823529405,0.19491525423728817,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0,-0.9317654250650129,0,1,5694
0.0,0.0,1.0,0.0,0.17647058823529405,0.19491525423728817,0.0,0.0,0.0,0.0,0.34782608695652173,0.0,0,-0.9317654250650129,0,1,3579
1.0,0.0,0.0,0.6666666666666665,0.5294117647058824,0.5169491525423728,0.0,0.0,0.0,0.0,0.5652173913043478,1.0,0,-0.6879292599451179,1,0,5069
0.0,1.0,0.0,1.0,0.9999999999999999,0.9745762711864407,0.0,1.0,0.0,0.0,0.17391304347826086,0.0,0,-1.1044827086916054,0,1,5678
0.0,0.0,1.0,0.6666666666666665,0.6470588235294118,0.6355932203389831,1.0,0.0,1.0,0.0,0.8260869565217391,1.0,0,-0.647289899091802,1,0,10188
0.0,1.0,0.0,0.0,0.17647058823529405,0.19491525423728817,0.0,0.0,0.0,0.0,0.4782608695652174,0.0,0,-0.921605584851684,0,1,7229
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.6101694915254237,0.0,0.0,0.0,1.0,0.6086956521739131,0.0,0,-0.921605584851684,0,1,5198
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.6101694915254237,0.0,0.0,0.0,0.0,0.6086956521739131,2.0,1,1.3338789425073454,1,0,13067
0.0,0.0,1.0,1.0,0.8823529411764705,0.8983050847457628,0.0,0.0,0.0,0.0,0.4782608695652174,0.0,0,-0.9825646261316577,0,1,3873
0.0,1.0,0.0,1.0,0.9999999999999999,1.0,1.0,0.0,1.0,0.0,0.8260869565217391,1.0,0,-0.38313405354524904,2,0,18804
0.0,0.0,0.0,1.0,0.823529411764706,0.7966101694915255,0.0,0.0,0.0,0.0,0.6956521739130435,0.0,0,-0.9724047859183288,0,1,5510
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.5593220338983051,0.0,0.0,0.0,0.0,0.17391304347826086,1.0,0,-0.22057661013198565,1,0,9663
0.0,0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,0.0,1.0,0.0,0.0,0.43478260869565216,0.0,0,-1.0028843065583157,0,1,3332
0.0,0.0,0.0,0.0,0.17647058823529405,0.14406779661016955,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.9622449457049999,0,1,4435
0.0,0.0,0.0,0.6666666666666665,0.5294117647058824,0.5169491525423728,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,0,0.12485795712119903,1,0,9794
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.6101694915254237,0.0,0.0,0.0,0.0,0.9565217391304348,1.0,0,-0.5355316567451834,1,0,10844
0.0,1.0,0.0,0.6666666666666665,0.7058823529411765,0.6864406779661016,0.0,0.0,0.0,1.0,0.6086956521739131,0.0,0,-0.921605584851684,0,1,4030
0.0,0.0,0.0,1.0,0.823529411764706,0.8220338983050848,1.0,0.0,1.0,0.0,0.043478260869565216,2.0,0,-0.0072199656520774615,2,0,15965
1.0,0.0,0.0,0.0,0.17647058823529405,0.1694915254237288,1.0,0.0,1.0,0.0,0.043478260869565216,1.0,0,-0.657449739305131,1,0,6232
0.0,0.0,0.0,0.6666666666666665,0.6470588235294118,0.6610169491525424,0.0,0.0,0.0,0.0,0.9130434782608695,2.0,0,-0.07833884714538018,2,0,10151
0.0,0.0,1.0,0.0,0.0,0.016949152542372947,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.921605584851684,0,1,6722
0.0,1.0,0.0,1.0,0.9999999999999999,0.9745762711864407,1.0,0.0,1.0,0.0,0.17391304347826086,2.0,1,2.2990637627735966,2,0,12819
0.0,0.0,1.0,0.6666666666666665,0.5294117647058824,0.5169491525423728,0.0,0.0,0.0,1.0,0.6086956521739131,0.0,0,-0.9317654250650129,0,1,4668
0.0,0.0,0.0,0.0,0.05882352941176472,0.06779661016949157,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,0,0.5820507667210023,1,0,11050
1.0,0.0,0.0,0.33333333333333326,0.2941176470588235,0.30508474576271194,0.0,0.0,0.0,1.0,0.9130434782608695,0.0,0,-0.921605584851684,0,1,4823
0.0,1.0,0.0,0.6666666666666665,0.6470588235294118,0.6610169491525424,0.0,0.0,0.0,0.0,0.9130434782608695,2.0,0,0.12485795712119903,1,0,14151
1.0,0.0,0.0,0.0,0.05882352941176472,0.06779661016949157,0.0,0.0,0.0,0.0,0.5217391304347826,1.0,0,-0.6879292599451179,1,0,5694
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.6101694915254237,0.0,0.0,0.0,0.0,0.3913043478260869,2.0,0,0.34837444181443616,1,0,14151
0.0,1.0,0.0,0.0,0.17647058823529405,0.19491525423728817,0.0,0.0,0.0,0.0,0.8695652173913043,2.0,0,0.21629651904115968,1,0,11134
1.0,0.0,0.0,0.0,0.17647058823529405,0.14406779661016955,0.0,0.0,0.0,0.0,0.7391304347826086,0.0,0,-0.9622449457049999,0,1,4462
0.0,0.0,0.0,0.0,0.0,0.016949152542372947,0.0,0.0,0.0,0.0,0.5217391304347826,1.0,0,-0.7895276620784074,1,0,6273
0.0,1.0,0.0,1.0,0.9999999999999999,1.0,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,1,2.3295432834135834,2,0,12819
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.5847457627118644,1.0,0.0,1.0,0.0,0.17391304347826086,2.0,0,0.0537390756278963,1,0,12373
0.0,0.0,0.0,0.6666666666666665,0.6470588235294118,0.6610169491525424,1.0,0.0,1.0,0.0,0.3913043478260869,2.0,1,1.933309515093754,2,0,10975
0.0,0.0,0.0,0.6666666666666665,0.6470588235294118,0.6610169491525424,0.0,0.0,0.0,0.0,0.043478260869565216,2.0,1,0.9579648546141738,2,0,13873
0.0,0.0,1.0,1.0,0.9411764705882352,0.9491525423728813,0.0,1.0,0.0,0.0,0.5217391304347826,0.0,0,-1.0028843065583157,0,1,3543
0.0,0.0,0.0,0.6666666666666665,0.7058823529411765,0.6864406779661016,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,0,0.34837444181443616,2,0,10861
0.0,1.0,0.0,1.0,0.8823529411764705,0.8728813559322035,0.0,0.0,0.0,0.0,0.7826086956521738,2.0,1,1.5675552674139115,1,0,13044
0.0,0.0,0.0,0.6666666666666665,0.6470588235294118,0.6355932203389831,0.0,0.0,0.0,0.0,0.4782608695652174,2.0,0,0.6836491688542919,1,0,6117
0.0,0.0,0.0,1.0,0.8823529411764705,0.8983050847457628,1.0,0.0,1.0,0.0,0.043478260869565216,1.0,0,-0.34249469269193317,2,0,18485
0.0,0.0,0.0,0.6666666666666665,0.6470588235294118,0.6610169491525424,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,0,-0.058019166718722266,1,0,10197
0.0,0.0,0.0,1.0,0.823529411764706,0.8220338983050848,0.0,0.0,0.0,0.0,0.21739130434782608,2.0,1,1.161161658880753,2,0,13217
0.0,0.0,0.0,0.6666666666666665,0.6470588235294118,0.6355932203389831,0.0,0.0,0.0,0.0,0.5652173913043478,2.0,1,2.1771456802136493,2,0,15532
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3913043478260869,2.0,1,2.0653874378670305,1,0,13439
1.0,0.0,0.0,0.6666666666666665,0.6470588235294118,0.6355932203389831,0.0,0.0,0.0,0.0,1.0,1.0,0,-0.6168103784518151,1,0,6218
0.0,0.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0,0.0,1.0,0.0,0.9130434782608695,2.0,0,0.06389891584122527,1,0,6883
0.0,0.0,0.0,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.9622449457049999,0,1,4145
1.0,0.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0,0.0,1.0,0.0,0.9130434782608695,2.0,0,-0.11897820799869603,1,0,6416
0.0,0.0,0.0,1.0,0.8823529411764705,0.8728813559322035,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,0,-0.058019166718722266,1,0,12192
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.5847457627118644,0.0,0.0,0.0,0.0,0.6086956521739131,2.0,1,0.917325493760858,1,0,9314
1.0,0.0,0.0,0.6666666666666665,0.6470588235294118,0.6610169491525424,1.0,0.0,1.0,0.0,0.6956521739130435,1.0,0,-0.2307364503453146,1,0,6442
0.0,0.0,1.0,0.0,0.17647058823529405,0.14406779661016955,0.0,0.0,0.0,0.0,0.8260869565217391,0.0,0,-0.9724047859183288,0,1,4413
1.0,0.0,0.0,0.33333333333333326,0.2941176470588235,0.2796610169491526,0.0,0.0,0.0,1.0,0.9130434782608695,0.0,0,-0.921605584851684,0,1,4823
0.0,0.0,0.0,0.0,0.17647058823529405,0.19491525423728817,0.0,0.0,0.0,0.0,0.7826086956521738,2.0,1,1.8520307933871225,1,0,14641
0.0,0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,0.0,1.0,0.0,0.0,0.8695652173913043,0.0,0,-1.1248023891182632,0,1,5462
0.0,0.0,0.0,0.0,0.11764705882352944,0.11864406779661019,0.0,0.0,0.0,0.0,0.6521739130434783,1.0,0,-0.24089629055864356,1,0,8714
1.0,0.0,0.0,1.0,0.9411764705882352,0.923728813559322,0.0,1.0,0.0,0.0,0.6086956521739131,0.0,0,-0.9825646261316577,0,1,3858
0.0,1.0,0.0,0.6666666666666665,0.7058823529411765,0.7118644067796611,0.0,0.0,0.0,0.0,1.0,2.0,1,2.217785041066965,1,0,10844
0.0,0.0,0.0,0.6666666666666665,0.6470588235294118,0.6355932203389831,1.0,0.0,1.0,0.0,0.6956521739130435,1.0,0,-0.4948922958918676,1,0,9646
0.0,0.0,0.0,1.0,0.823529411764706,0.847457627118644,0.0,0.0,0.0,0.0,0.8695652173913043,2.0,0,-0.0072199656520774615,1,0,10413
0.0,1.0,0.0,1.0,0.7647058823529412,0.7796610169491525,1.0,0.0,1.0,0.0,0.17391304347826086,2.0,0,0.4804523645877127,1,0,14714
0.0,0.0,0.0,0.0,0.05882352941176472,0.06779661016949157,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,1,1.963789035733741,2,0,11911
0.0,0.0,1.0,1.0,0.8823529411764705,0.8983050847457628,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,0,-0.1799372492786698,1,0,4959
0.0,1.0,0.0,1.0,0.8823529411764705,0.8983050847457628,1.0,0.0,1.0,0.0,0.5217391304347826,2.0,0,-0.017379805865406422,1,0,10262
0.0,1.0,0.0,1.0,0.823529411764706,0.8220338983050848,1.0,0.0,1.0,0.0,0.6086956521739131,1.0,0,-0.8809662239983681,0,1,7202
1.0,0.0,0.0,1.0,0.7647058823529412,0.7796610169491525,0.0,0.0,0.0,1.0,0.34782608695652173,0.0,0,-0.9419252652783419,0,1,3943
1.0,0.0,0.0,0.33333333333333326,0.2941176470588235,0.2796610169491526,0.0,0.0,0.0,1.0,0.9130434782608695,0.0,0,-0.921605584851684,0,1,4823
0.0,1.0,0.0,1.0,0.8823529411764705,0.8983050847457628,1.0,0.0,1.0,0.0,0.5217391304347826,2.0,1,2.004428396587057,2,0,10368
1.0,0.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0,0.0,1.0,0.0,0.34782608695652173,1.0,0,-0.8809662239983681,0,1,4729
0.0,0.0,0.0,0.33333333333333326,0.2941176470588235,0.2627118644067796,0.0,0.0,0.0,0.0,0.043478260869565216,2.0,0,0.5922106069343313,2,0,10408
0.0,0.0,0.0,0.6666666666666665,0.5294117647058824,0.5169491525423728,0.0,0.0,0.0,0.0,0.17391304347826086,2.0,0,-0.09865852757203811,1,0,6117
0.0,1.0,0.0,1.0,0.8823529411764705,0.8983050847457628,1.0,0.0,1.0,0.0,0.5217391304347826,2.0,0,0.5210917254410286,1,0,10262
0.0,0.0,0.0,0.33333333333333326,0.2941176470588235,0.2796610169491526,1.0,0.0,1.0,0.0,0.3913043478260869,2.0,1,2.0552275976537016,1,0,5117
1.0,0.0,0.0,0.6666666666666665,0.5882352941176471,0.5593220338983051,0.0,0.0,0.0,0.0,0.08695652173913043,1.0,0,-0.6371300588784731,1,0,7252
0.0,0.0,0.0,0.0,0.17647058823529405,0.1694915254237288,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,0,-0.047859326505393304,1,0,8601
0.0,1.0,0.0,0.6666666666666665,0.5882352941176471,0.6101694915254237,0.0,0.0,0.0,0.0,0.43478260869565216,2.0,1,0.907165653547529,1,0,14151
0.0,0.0,0.0,1.0,0.8823529411764705,0.8983050847457628,1.0,0.0,1.0,0.0,0.30434782608695654,2.0,1,1.943469355307083,3,0,10493
0.0,0.0,1.0,0.33333333333333326,0.3529411764705882,0.3305084745762712,0.0,0.0,0.0,1.0,1.0,0.0,0,-0.9419252652783419,0,1,4239
0.0,0.0,0.0,1.0,0.823529411764706,0.8220338983050848,1.0,0.0,1.0,0.0,0.8260869565217391,2.0,1,1.3135592620806875,2,0,10441
0.0,0.0,1.0,0.6666666666666665,0.7058823529411765,0.6864406779661016,1.0,0.0,1.0,0.0,0.30434782608695654,2.0,0,0.4804523645877127,1,0,8327
0.0,0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,0.0,1.0,0.0,0.0,1.0,2.0,0,0.399173642881081,1,0,11678
0.0,0.0,0.0,0.6666666666666665,0.5882352941176471,0.5847457627118644,0.0,1.0,0.0,0.0,0.6521739130434783,0.0,0,-1.0943228684782762,0,1,3100
0.0,0.0,1.0,1.0,0.9411764705882352,0.923728813559322,0.0,0.0,0.0,1.0,0.3913043478260869,0.0,0,-0.9520851054916708,0,1,4668
0.0,0.0,1.0,1.0,0.8823529411764705,0.8728813559322035,1.0,0.0,1.0,0.0,0.5652173913043478,1.0,0,-0.7285686207984337,1,0,5264
1.0,0.0,0.0,0.33333333333333326,0.4117647058823529,0.4067796610169492,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.9520851054916708,0,1,4174
